"g0";"b";"Branch";"Cover"
"912";0.0122448979591837;0.918367346938775;"Restoration";0.718
"102";0.0122448979591837;0.918367346938775;"Degradation";0.718
"113";0.0122448979591837;0.897959183673469;"Restoration";0.709
"122";0.0122448979591837;0.897959183673469;"Degradation";0.709
"132";0.0122448979591837;0.877551020408163;"Restoration";0.7
"142";0.0122448979591837;0.877551020408163;"Degradation";0.7
"152";0.0122448979591837;0.857142857142857;"Restoration";0.691
"162";0.0122448979591837;0.857142857142857;"Degradation";0.691
"172";0.0122448979591837;0.836734693877551;"Restoration";0.681
"182";0.0122448979591837;0.836734693877551;"Degradation";0.681
"192";0.0122448979591837;0.816326530612245;"Restoration";0.67
"202";0.0122448979591837;0.816326530612245;"Degradation";0.67
"213";0.0122448979591837;0.795918367346939;"Restoration";0.658
"222";0.0122448979591837;0.795918367346939;"Degradation";0.658
"232";0.0122448979591837;0.775510204081633;"Restoration";0.646
"242";0.0122448979591837;0.775510204081633;"Degradation";0.646
"252";0.0122448979591837;0.755102040816326;"Restoration";0.633
"262";0.0122448979591837;0.755102040816326;"Degradation";0.633
"272";0.0122448979591837;0.73469387755102;"Restoration";0.619
"282";0.0122448979591837;0.73469387755102;"Degradation";0.619
"292";0.0122448979591837;0.714285714285714;"Restoration";0.604
"302";0.0122448979591837;0.714285714285714;"Degradation";0.604
"313";0.0122448979591837;0.693877551020408;"Restoration";0.588
"322";0.0122448979591837;0.693877551020408;"Degradation";0.588
"332";0.0122448979591837;0.673469387755102;"Restoration";0.57
"342";0.0122448979591837;0.673469387755102;"Degradation";0.57
"352";0.0122448979591837;0.653061224489796;"Restoration";0.551
"362";0.0122448979591837;0.653061224489796;"Degradation";0.551
"372";0.0122448979591837;0.63265306122449;"Restoration";0.53
"382";0.0122448979591837;0.63265306122449;"Degradation";0.53
"392";0.0122448979591837;0.612244897959184;"Restoration";0.507
"402";0.0122448979591837;0.612244897959184;"Degradation";0.507
"413";0.0122448979591837;0.591836734693878;"Restoration";0.482
"422";0.0122448979591837;0.591836734693878;"Degradation";0.482
"432";0.0122448979591837;0.571428571428571;"Restoration";0.454
"442";0.0122448979591837;0.571428571428571;"Degradation";0.454
"452";0.0122448979591837;0.551020408163265;"Restoration";0.422
"462";0.0122448979591837;0.551020408163265;"Degradation";0.422
"472";0.0122448979591837;0.530612244897959;"Restoration";0.384
"482";0.0122448979591837;0.530612244897959;"Degradation";0.384
"492";0.0122448979591837;0.510204081632653;"Restoration";0.337
"502";0.0122448979591837;0.510204081632653;"Degradation";0.339
"513";0.0122448979591837;0.489795918367347;"Restoration";0
"522";0.0122448979591837;0.489795918367347;"Degradation";0.279
"532";0.0122448979591837;0.469387755102041;"Restoration";0
"542";0.0122448979591837;0.469387755102041;"Degradation";0.102
"552";0.0122448979591837;0.448979591836735;"Restoration";0
"562";0.0122448979591837;0.448979591836735;"Degradation";0
"572";0.0122448979591837;0.428571428571429;"Restoration";0
"582";0.285714285714286;0;"Degradation";0
"592";0.0122448979591837;0.408163265306122;"Restoration";0
"602";0.295918367346939;0;"Degradation";0
"613";0.0122448979591837;0.387755102040816;"Restoration";0
"622";0.306122448979592;0;"Degradation";0
"632";0.0122448979591837;0.36734693877551;"Restoration";0
"642";0.316326530612245;0;"Degradation";0
"652";0.0122448979591837;0.346938775510204;"Restoration";0
"662";0.326530612244898;0;"Degradation";0
"672";0.0122448979591837;0.326530612244898;"Restoration";0
"682";0.336734693877551;0;"Degradation";0
"692";0.0122448979591837;0.306122448979592;"Restoration";0
"702";0.346938775510204;0;"Degradation";0
"713";0.0122448979591837;0.285714285714286;"Restoration";0
"722";0.357142857142857;0;"Degradation";0
"732";0.0122448979591837;0.26530612244898;"Restoration";0
"742";0.36734693877551;0;"Degradation";0
"752";0.0122448979591837;0.244897959183673;"Restoration";0
"762";0.377551020408163;0;"Degradation";0
"772";0.0122448979591837;0.224489795918367;"Restoration";0
"782";0.387755102040816;0;"Degradation";0
"792";0.0122448979591837;0.204081632653061;"Restoration";0
"802";0.397959183673469;0;"Degradation";0
"813";0.0122448979591837;0.183673469387755;"Restoration";0
"822";0.408163265306122;0;"Degradation";0
"832";0.0122448979591837;0.163265306122449;"Restoration";0
"842";0.418367346938775;0;"Degradation";0
"852";0.0122448979591837;0.142857142857143;"Restoration";0
"862";0.428571428571429;0;"Degradation";0
"872";0.0122448979591837;0.122448979591837;"Restoration";0
"882";0.438775510204082;0;"Degradation";0
"892";0.0122448979591837;0.102040816326531;"Restoration";0
"902";0.448979591836735;0;"Degradation";0
"913";0.0122448979591837;0.0816326530612245;"Restoration";0
"922";0.459183673469388;0;"Degradation";0
"932";0.0122448979591837;0.0612244897959184;"Restoration";0
"942";0.469387755102041;0;"Degradation";0
"952";0.0122448979591837;0.0408163265306122;"Restoration";0
"962";0.479591836734694;0;"Degradation";0
"972";0.0122448979591837;0.0204081632653061;"Restoration";0
"982";0.489795918367347;0;"Degradation";0
"992";0.0122448979591837;0;"Restoration";0
"1002";0.5;0;"Degradation";0
"114";0.0183673469387755;1;"Restoration";0.752
"214";0.0183673469387755;1;"Degradation";0.752
"314";0.0183673469387755;0.979591836734694;"Restoration";0.746
"414";0.0183673469387755;0.979591836734694;"Degradation";0.746
"514";0.0183673469387755;0.959183673469388;"Restoration";0.738
"614";0.0183673469387755;0.959183673469388;"Degradation";0.738
"714";0.0183673469387755;0.938775510204082;"Restoration";0.731
"814";0.0183673469387755;0.938775510204082;"Degradation";0.731
"914";0.0183673469387755;0.918367346938775;"Restoration";0.723
"103";0.0183673469387755;0.918367346938775;"Degradation";0.723
"115";0.0183673469387755;0.897959183673469;"Restoration";0.715
"123";0.0183673469387755;0.897959183673469;"Degradation";0.715
"133";0.0183673469387755;0.877551020408163;"Restoration";0.706
"143";0.0183673469387755;0.877551020408163;"Degradation";0.706
"153";0.0183673469387755;0.857142857142857;"Restoration";0.696
"163";0.0183673469387755;0.857142857142857;"Degradation";0.696
"173";0.0183673469387755;0.836734693877551;"Restoration";0.686
"183";0.0183673469387755;0.836734693877551;"Degradation";0.686
"193";0.0183673469387755;0.816326530612245;"Restoration";0.676
"203";0.0183673469387755;0.816326530612245;"Degradation";0.676
"215";0.0183673469387755;0.795918367346939;"Restoration";0.664
"223";0.0183673469387755;0.795918367346939;"Degradation";0.664
"233";0.0183673469387755;0.775510204081633;"Restoration";0.652
"243";0.0183673469387755;0.775510204081633;"Degradation";0.652
"253";0.0183673469387755;0.755102040816326;"Restoration";0.639
"263";0.0183673469387755;0.755102040816326;"Degradation";0.639
"273";0.0183673469387755;0.73469387755102;"Restoration";0.625
"283";0.0183673469387755;0.73469387755102;"Degradation";0.625
"293";0.0183673469387755;0.714285714285714;"Restoration";0.61
"303";0.0183673469387755;0.714285714285714;"Degradation";0.61
"315";0.0183673469387755;0.693877551020408;"Restoration";0.594
"323";0.0183673469387755;0.693877551020408;"Degradation";0.594
"333";0.0183673469387755;0.673469387755102;"Restoration";0.576
"343";0.0183673469387755;0.673469387755102;"Degradation";0.576
"353";0.0183673469387755;0.653061224489796;"Restoration";0.557
"363";0.0183673469387755;0.653061224489796;"Degradation";0.557
"373";0.0183673469387755;0.63265306122449;"Restoration";0.536
"383";0.0183673469387755;0.63265306122449;"Degradation";0.536
"393";0.0183673469387755;0.612244897959184;"Restoration";0.513
"403";0.0183673469387755;0.612244897959184;"Degradation";0.513
"415";0.0183673469387755;0.591836734693878;"Restoration";0.488
"423";0.0183673469387755;0.591836734693878;"Degradation";0.488
"433";0.0183673469387755;0.571428571428571;"Restoration";0.459
"443";0.0183673469387755;0.571428571428571;"Degradation";0.459
"453";0.0183673469387755;0.551020408163265;"Restoration";0.427
"463";0.0183673469387755;0.551020408163265;"Degradation";0.427
"473";0.0183673469387755;0.530612244897959;"Restoration";0.39
"483";0.0183673469387755;0.530612244897959;"Degradation";0.39
"493";0.0183673469387755;0.510204081632653;"Restoration";0.133
"503";0.0183673469387755;0.510204081632653;"Degradation";0.344
"515";0.0183673469387755;0.489795918367347;"Restoration";0
"523";0.0183673469387755;0.489795918367347;"Degradation";0.284
"533";0.0183673469387755;0.469387755102041;"Restoration";0
"543";0.0183673469387755;0.469387755102041;"Degradation";0.105
"553";0.0183673469387755;0.448979591836735;"Restoration";0
"563";0.0183673469387755;0.448979591836735;"Degradation";0
"573";0.0183673469387755;0.428571428571429;"Restoration";0
"583";0.285714285714286;0;"Degradation";0
"593";0.0183673469387755;0.408163265306122;"Restoration";0
"603";0.295918367346939;0;"Degradation";0
"615";0.0183673469387755;0.387755102040816;"Restoration";0
"623";0.306122448979592;0;"Degradation";0
"633";0.0183673469387755;0.36734693877551;"Restoration";0
"643";0.316326530612245;0;"Degradation";0
"653";0.0183673469387755;0.346938775510204;"Restoration";0
"663";0.326530612244898;0;"Degradation";0
"673";0.0183673469387755;0.326530612244898;"Restoration";0
"683";0.336734693877551;0;"Degradation";0
"693";0.0183673469387755;0.306122448979592;"Restoration";0
"703";0.346938775510204;0;"Degradation";0
"715";0.0183673469387755;0.285714285714286;"Restoration";0
"723";0.357142857142857;0;"Degradation";0
"733";0.0183673469387755;0.26530612244898;"Restoration";0
"743";0.36734693877551;0;"Degradation";0
"753";0.0183673469387755;0.244897959183673;"Restoration";0
"763";0.377551020408163;0;"Degradation";0
"773";0.0183673469387755;0.224489795918367;"Restoration";0
"783";0.387755102040816;0;"Degradation";0
"793";0.0183673469387755;0.204081632653061;"Restoration";0
"803";0.397959183673469;0;"Degradation";0
"815";0.0183673469387755;0.183673469387755;"Restoration";0
"823";0.408163265306122;0;"Degradation";0
"833";0.0183673469387755;0.163265306122449;"Restoration";0
"843";0.418367346938775;0;"Degradation";0
"853";0.0183673469387755;0.142857142857143;"Restoration";0
"863";0.428571428571429;0;"Degradation";0
"873";0.0183673469387755;0.122448979591837;"Restoration";0
"883";0.438775510204082;0;"Degradation";0
"893";0.0183673469387755;0.102040816326531;"Restoration";0
"903";0.448979591836735;0;"Degradation";0
"915";0.0183673469387755;0.0816326530612245;"Restoration";0
"923";0.459183673469388;0;"Degradation";0
"933";0.0183673469387755;0.0612244897959184;"Restoration";0
"943";0.469387755102041;0;"Degradation";0
"953";0.0183673469387755;0.0408163265306122;"Restoration";0
"963";0.479591836734694;0;"Degradation";0
"973";0.0183673469387755;0.0204081632653061;"Restoration";0
"983";0.489795918367347;0;"Degradation";0
"993";0.0183673469387755;0;"Restoration";0
"1003";0.5;0;"Degradation";0
"116";0.0244897959183673;1;"Restoration";0.758
"216";0.0244897959183673;1;"Degradation";0.758
"316";0.0244897959183673;0.979591836734694;"Restoration";0.751
"416";0.0244897959183673;0.979591836734694;"Degradation";0.751
"516";0.0244897959183673;0.959183673469388;"Restoration";0.744
"616";0.0244897959183673;0.959183673469388;"Degradation";0.744
"716";0.0244897959183673;0.938775510204082;"Restoration";0.736
"816";0.0244897959183673;0.938775510204082;"Degradation";0.736
"916";0.0244897959183673;0.918367346938775;"Restoration";0.729
"104";0.0244897959183673;0.918367346938775;"Degradation";0.729
"117";0.0244897959183673;0.897959183673469;"Restoration";0.72
"124";0.0244897959183673;0.897959183673469;"Degradation";0.72
"134";0.0244897959183673;0.877551020408163;"Restoration";0.711
"144";0.0244897959183673;0.877551020408163;"Degradation";0.711
"154";0.0244897959183673;0.857142857142857;"Restoration";0.702
"164";0.0244897959183673;0.857142857142857;"Degradation";0.702
"174";0.0244897959183673;0.836734693877551;"Restoration";0.692
"184";0.0244897959183673;0.836734693877551;"Degradation";0.692
"194";0.0244897959183673;0.816326530612245;"Restoration";0.682
"204";0.0244897959183673;0.816326530612245;"Degradation";0.682
"217";0.0244897959183673;0.795918367346939;"Restoration";0.67
"224";0.0244897959183673;0.795918367346939;"Degradation";0.67
"234";0.0244897959183673;0.775510204081633;"Restoration";0.658
"244";0.0244897959183673;0.775510204081633;"Degradation";0.658
"254";0.0244897959183673;0.755102040816326;"Restoration";0.645
"264";0.0244897959183673;0.755102040816326;"Degradation";0.645
"274";0.0244897959183673;0.73469387755102;"Restoration";0.631
"284";0.0244897959183673;0.73469387755102;"Degradation";0.631
"294";0.0244897959183673;0.714285714285714;"Restoration";0.616
"304";0.0244897959183673;0.714285714285714;"Degradation";0.616
"317";0.0244897959183673;0.693877551020408;"Restoration";0.6
"324";0.0244897959183673;0.693877551020408;"Degradation";0.6
"334";0.0244897959183673;0.673469387755102;"Restoration";0.582
"344";0.0244897959183673;0.673469387755102;"Degradation";0.582
"354";0.0244897959183673;0.653061224489796;"Restoration";0.563
"364";0.0244897959183673;0.653061224489796;"Degradation";0.563
"374";0.0244897959183673;0.63265306122449;"Restoration";0.542
"384";0.0244897959183673;0.63265306122449;"Degradation";0.542
"394";0.0244897959183673;0.612244897959184;"Restoration";0.519
"404";0.0244897959183673;0.612244897959184;"Degradation";0.519
"417";0.0244897959183673;0.591836734693878;"Restoration";0.493
"424";0.0244897959183673;0.591836734693878;"Degradation";0.493
"434";0.0244897959183673;0.571428571428571;"Restoration";0.465
"444";0.0244897959183673;0.571428571428571;"Degradation";0.465
"454";0.0244897959183673;0.551020408163265;"Restoration";0.433
"464";0.0244897959183673;0.551020408163265;"Degradation";0.433
"474";0.0244897959183673;0.530612244897959;"Restoration";0.395
"484";0.0244897959183673;0.530612244897959;"Degradation";0.395
"494";0.0244897959183673;0.510204081632653;"Restoration";0.009
"504";0.0244897959183673;0.510204081632653;"Degradation";0.35
"517";0.0244897959183673;0.489795918367347;"Restoration";0
"524";0.0244897959183673;0.489795918367347;"Degradation";0.289
"534";0.0244897959183673;0.469387755102041;"Restoration";0
"544";0.0244897959183673;0.469387755102041;"Degradation";0.108
"554";0.0244897959183673;0.448979591836735;"Restoration";0
"564";0.0244897959183673;0.448979591836735;"Degradation";0
"574";0.0244897959183673;0.428571428571429;"Restoration";0
"584";0.285714285714286;0;"Degradation";0
"594";0.0244897959183673;0.408163265306122;"Restoration";0
"604";0.295918367346939;0;"Degradation";0
"617";0.0244897959183673;0.387755102040816;"Restoration";0
"624";0.306122448979592;0;"Degradation";0
"634";0.0244897959183673;0.36734693877551;"Restoration";0
"644";0.316326530612245;0;"Degradation";0
"654";0.0244897959183673;0.346938775510204;"Restoration";0
"664";0.326530612244898;0;"Degradation";0
"674";0.0244897959183673;0.326530612244898;"Restoration";0
"684";0.336734693877551;0;"Degradation";0
"694";0.0244897959183673;0.306122448979592;"Restoration";0
"704";0.346938775510204;0;"Degradation";0
"717";0.0244897959183673;0.285714285714286;"Restoration";0
"724";0.357142857142857;0;"Degradation";0
"734";0.0244897959183673;0.26530612244898;"Restoration";0
"744";0.36734693877551;0;"Degradation";0
"754";0.0244897959183673;0.244897959183673;"Restoration";0
"764";0.377551020408163;0;"Degradation";0
"774";0.0244897959183673;0.224489795918367;"Restoration";0
"784";0.387755102040816;0;"Degradation";0
"794";0.0244897959183673;0.204081632653061;"Restoration";0
"804";0.397959183673469;0;"Degradation";0
"817";0.0244897959183673;0.183673469387755;"Restoration";0
"824";0.408163265306122;0;"Degradation";0
"834";0.0244897959183673;0.163265306122449;"Restoration";0
"844";0.418367346938775;0;"Degradation";0
"854";0.0244897959183673;0.142857142857143;"Restoration";0
"864";0.428571428571429;0;"Degradation";0
"874";0.0244897959183673;0.122448979591837;"Restoration";0
"884";0.438775510204082;0;"Degradation";0
"894";0.0244897959183673;0.102040816326531;"Restoration";0
"904";0.448979591836735;0;"Degradation";0
"917";0.0244897959183673;0.0816326530612245;"Restoration";0
"924";0.459183673469388;0;"Degradation";0
"934";0.0244897959183673;0.0612244897959184;"Restoration";0
"944";0.469387755102041;0;"Degradation";0
"954";0.0244897959183673;0.0408163265306122;"Restoration";0
"964";0.479591836734694;0;"Degradation";0
"974";0.0244897959183673;0.0204081632653061;"Restoration";0
"984";0.489795918367347;0;"Degradation";0
"994";0.0244897959183673;0;"Restoration";0
"1004";0.5;0;"Degradation";0
"118";0.0306122448979592;1;"Restoration";0.763
"218";0.0306122448979592;1;"Degradation";0.763
"318";0.0306122448979592;0.979591836734694;"Restoration";0.756
"418";0.0306122448979592;0.979591836734694;"Degradation";0.756
"518";0.0306122448979592;0.959183673469388;"Restoration";0.749
"618";0.0306122448979592;0.959183673469388;"Degradation";0.749
"718";0.0306122448979592;0.938775510204082;"Restoration";0.742
"818";0.0306122448979592;0.938775510204082;"Degradation";0.742
"918";0.0306122448979592;0.918367346938775;"Restoration";0.734
"105";0.0306122448979592;0.918367346938775;"Degradation";0.734
"119";0.0306122448979592;0.897959183673469;"Restoration";0.726
"125";0.0306122448979592;0.897959183673469;"Degradation";0.726
"135";0.0306122448979592;0.877551020408163;"Restoration";0.717
"145";0.0306122448979592;0.877551020408163;"Degradation";0.717
"155";0.0306122448979592;0.857142857142857;"Restoration";0.708
"165";0.0306122448979592;0.857142857142857;"Degradation";0.708
"175";0.0306122448979592;0.836734693877551;"Restoration";0.698
"185";0.0306122448979592;0.836734693877551;"Degradation";0.698
"195";0.0306122448979592;0.816326530612245;"Restoration";0.687
"205";0.0306122448979592;0.816326530612245;"Degradation";0.687
"219";0.0306122448979592;0.795918367346939;"Restoration";0.676
"225";0.0306122448979592;0.795918367346939;"Degradation";0.676
"235";0.0306122448979592;0.775510204081633;"Restoration";0.664
"245";0.0306122448979592;0.775510204081633;"Degradation";0.664
"255";0.0306122448979592;0.755102040816326;"Restoration";0.651
"265";0.0306122448979592;0.755102040816326;"Degradation";0.651
"275";0.0306122448979592;0.73469387755102;"Restoration";0.637
