"pval";"q2";"q1";"q3";"q1_90";"q3_90";"With_cover";"Grazing_intensity";"ID_grazing";"Stat";"Driver"
"71";0;-0.496791476223138;-0.645418785163829;-0.332942786494541;-0.62460956405447;-0.365615879367057;FALSE;"all";"3";"fmax_psd";"Grazing"
"72";0;-0.191078254206446;-0.223420568464576;-0.156574719955949;-0.217117884149784;-0.163336498921652;FALSE;"all";"all";"fmax_psd";"Aridity"
"73";0;0.203618517786468;0.163046896238113;0.242745548382672;0.16952328401531;0.238087591347831;FALSE;"all";"all";"fmax_psd";"MAT"
"74";0.124;0.0997986880512397;-0.024347452065003;0.226794385135947;-0.00825114800624142;0.205759994848534;FALSE;"all";"Goat";"fmax_psd";"Herbivores"
"75";0.964;0.00220330784540309;-0.110915604965643;0.121497224425751;-0.0897679431671286;0.100184910910863;FALSE;"all";"Horse";"fmax_psd";"Herbivores"
"76";0;-0.219556811489238;-0.314445881621106;-0.123971525940328;-0.299446307362689;-0.141275194310399;FALSE;"all";"Sheep";"fmax_psd";"Herbivores"
"77";0.178;0.113758904484094;-0.0538639699640683;0.287915165653628;-0.0235543347630159;0.254748752661904;FALSE;"all";"1";"PL_expo";"Grazing"
"78";0.838;-0.0186274055790487;-0.169356246743982;0.128871115109795;-0.143161058943386;0.112289339137983;FALSE;"all";"2";"PL_expo";"Grazing"
"79";0.002;-0.274480296608315;-0.467975934989238;-0.0862048726536081;-0.42429413066192;-0.11725107859865;FALSE;"all";"3";"PL_expo";"Grazing"
"80";0;-0.307125265825458;-0.347222073011702;-0.266675653987034;-0.341007487894905;-0.275223256799559;FALSE;"all";"all";"PL_expo";"Aridity"
"81";0;0.100762080835031;0.0561090102473863;0.145402303931535;0.0627421207944006;0.140266047795959;FALSE;"all";"all";"PL_expo";"MAT"
"82";0;0.392761313198596;0.23388822597483;0.540595149104112;0.267927297949711;0.51921183860756;FALSE;"all";"Goat";"PL_expo";"Herbivores"
"83";0.118;0.113604445106183;-0.0266881841061261;0.243798831566604;-0.00577014620660419;0.223770357048029;FALSE;"all";"Horse";"PL_expo";"Herbivores"
"84";0.022;0.154028329464465;0.0288998399377456;0.272017039077666;0.0516279553661977;0.255046380817717;FALSE;"all";"Sheep";"PL_expo";"Herbivores"
"85";0.954;0.00253423569214135;-0.101545953810678;0.120096196649762;-0.0841294193292529;0.0984045214809856;FALSE;"all";"1";"core_area_land";"Grazing"
"86";0.004;-0.158965783584495;-0.265537892719941;-0.0563955596119659;-0.249526976060385;-0.0674813062446612;FALSE;"all";"2";"core_area_land";"Grazing"
