"rho_p";"nb_neigh";"clustering";"skewness";"variance";"moran_I";"Spectral_ratio";"PLR";"PL_expo";"cv_psd";"fmax_psd";"cutoff";"slope_tpl";"flow_length";"perim_area_scaling";"mean_perim_area";"mean_psd";"median_psd";"Small_patches";"sd_psd";"KS_dist";"core_area";"core_area_land";"division";"fractal_dim";"contig";"Shape_metric";"Cond_H";"Shannon_H";"Joint_H";"mutual_inf";"relat_mutual_inf";"Full_name";"Resolution";"Site_ID";"Sub_id";"Grazing";"Aridity";"Slope";"Elevation";"Sp_richness";"Lattitude";"Longitude";"Type_veg";"Herbivores";"Sand";"Long_sin";"Long_cos";"Org_C_v";"ID";"MAT"
"120";0.688736388781905;3.65090742717706;1.66787242779592;-0.792105446683066;0.121410274957378;0.62886303800319;5.54466172025479;0.71145496126954;1.51249253142185;8.60902795701653;-0.434898706860858;1.49011611938477e-08;1.50745067644667;0.593585289547327;1.39068878730679;425.428531621306;0.0108255626584953;0.000105663567202029;27;0.0815698221017176;0.420204357546288;10.6025962350292;51.2116089039166;0.573320600064659;0.767274524801254;0.326369733945041;0.166799021291209;0.508771700919527;0.890381602625365;1.39915330354489;0.381609901705838;0.42859140460745;"biodesert_50_127_3";0.296737211465561;38;3;1;0.636;8.3538;1653;3;-3.415;-79.33001;"2";NA;43.44;0.710489565959536;-0.703707735258488;8.167987;127;19.9
"121";0.264195011337868;3.20195691356965;2.49482992759956;1.03045740536656;0.108143609681665;0.561810103770633;5.71612300955443;0.720849007361683;NA;6.2420350855869;-2.45987057162668;NA;NA;3.20229302397055;1.37707054285515;427.568170201787;0.000947178017600553;0.000156494522691706;42;0.00580105722973511;0.57684082730705;13.2450858424088;12.8794992175274;0.990532564190569;0.925708000675021;0.44732635889627;0.040401804768002;0.455010158997352;0.82700692339637;1.28201708239372;0.371996764399019;0.449810943385206;"biodesert_50_136_1";0.236412565151101;41;1;1;0.8284;13.4176;1100;9;37.48745;56.10868;"2";"Sheep";25.33;-0.425928395050345;0.904756874685038;10.50482;136;13.8
"122";0.334195011337868;3.30139774731985;2.29037652869819;0.70794207777278;0.127045715530906;0.576138119830424;5.94026113159881;0.708302271018486;1.38489041480257;9.89264457923916;-1.66116666232086;0.000937166615108375;1.38489041480257;2.57186600228866;1.34613168311806;419.843213071935;0.0012672616897969;0.000178850883076235;41;0.0122173203309475;0.501423762851417;14.9730194426239;17.6905879722781;0.960923357168622;0.922020125517333;0.458189824631207;0.0473741164938348;0.49779521412129;0.914014858746404;1.41181007286769;0.416219644625114;0.455375140395387;"biodesert_50_136_2";0.236412565151101;41;2;1;0.8284;13.4176;1100;9;37.48745;56.10868;"2";"Sheep";25.33;-0.425928395050345;0.904756874685038;10.50482;136;13.8
"123";0.286417435498272;3.39077611701703;2.47136380587398;0.919151193471448;0.131853054398389;0.662754797758266;5.96736411788657;0.769333681248595;NA;9.17828817104377;-1.68869284204066;NA;NA;4.95229593947758;1.31273377282761;444.365145892185;0.00164350119482576;0.000179706628928275;37;0.0164733268653275;0.476287005872503;15.029861087522;16.7284408203608;0.953405127891639;0.92780295228463;0.431611182084051;0.0532628510272769;0.400915017163723;0.856595998668011;1.25751101583173;0.455680981504288;0.53196720766016;"biodesert_50_136_3";0.236977470532719;41;3;1;0.8284;13.4176;1100;9;37.48745;56.10868;"2";"Sheep";25.33;-0.425928395050345;0.904756874685038;10.50482;136;13.8
"124";0.2173;3.72549470777727;2.84167604219013;1.31765649058499;0.146065393458212;0.799653361967447;6.97495632999476;0.431846772593173;NA;1.51868309434281;-3.10860510422928;NA;NA;7.2237900070041;1.11054841831271;203.07324033721;0.0070369170984456;0.00300518134715026;5;0.010236317286902;0.735397510871617;54.164038860161;18.2176165803109;0.995167169588445;0.888787566479328;0.720146462467823;0.0956743847150259;0.183158956707412;0.769817804261045;0.952976760968457;0.586658847553633;0.762074927737963;"biodesert_50_151_1";0.254493299279644;46;1;3;0.7935;6.0941;240;7;31.65;34.886;"2";"Cattle";38.22;-0.322605437429147;-0.946533534398623;88.34352;151;18.8
"125";0.248310685379075;3.77661483253589;2.72190261468703;1.09950806782251;0.164799457998993;0.83933271575732;7.24416870459788;0.307054912311397;1.16045936799656;1.946412658865;-2.64482237537695;1.49011611938477e-08;1.16045936799656;6.95537673781184;1.13902925234722;204.490725481796;0.0095779020842821;0.00105689170726678;1;0.0186425498622161;0.836360735499906;48.0172874984672;21.8389915706442;0.98848696107543;0.881455613493783;0.711284026547298;0.106181814015702;0.174814866385071;0.825101399023339;0.99991626540841;0.650286532638268;0.788129232853081;"biodesert_50_151_2";0.253859442008279;46;2;3;0.7935;6.0941;240;7;31.65;34.886;"2";"Cattle";38.22;-0.322605437429147;-0.946533534398623;88.34352;151;18.8
"126";0.234845672136828;3.74220067453626;2.76850054890988;1.19756426513164;0.155407194810989;0.806152067190572;6.98920028506488;0.146340288681249;0.536814136598586;1.1082302650076;-3.49867524831049;0.0016459651209358;0.536814136598586;7.22768457588051;1.11536234033106;181.385917141227;0.00815267359231477;0.00460134560358828;3;0.00903503961573144;0.866215372543538;59.3517863586051;20.0345423143351;0.995638691114038;0.88978187227947;0.752634272156794;0.104242174275428;0.183321705430924;0.802318524251906;0.985640229682829;0.618996818820982;0.771510067523549;"biodesert_50_151_3";0.253859442008279;46;3;3;0.7935;6.0941;240;7;31.65;34.886;"2";"Cattle";38.22;-0.322605437429147;-0.946533534398623;88.34352;151;18.8
"127";0.169625;3.74163596168018;3.09368809952117;1.69830683948809;0.124121118174239;0.813247037712752;7.18116835187494;0.417048386984267;0.414537344880889;1.33022591788237;-3.31892519619596;0.00235308568154741;0.414537344880889;8.39268455012621;1.10058688806162;138.750225125173;0.00703108808290155;0.00357512953367876;1;0.00935293559878954;0.878413150209423;60.9939267689924;14.3471502590674;0.996664637305699;0.918907109420555;0.796570176267781;0.089619689119171;0.142459843350909;0.67144988614209;0.813909729492999;0.528990042791181;0.787832500546791;"biodesert_50_152_1";0.254493299279644;46;1;2;0.7926;5.1569;236;8;31.655;34.891;"3";"Cattle";29.78;-0.327334052822145;-0.944908682287886;76.26975;152;18.9
"128";0.356327813667978;3.83891358710753;2.37709355346536;0.528219888249641;0.209403136045184;0.879817553106054;7.67721204455349;0.635635099119239;1.26696766987166;3.50524394019806;-1.32444679786359;1.49011611938477e-08;1.23957403922622;6.17529398457874;1.17468955654641;280.796403024828;0.0176713275468205;0.00103111386074807;6;0.0577753466775304;0.585437426232677;41.2565339897328;32.5960869228985;0.926682394163216;0.82527742894433;0.620279438106666;0.143799875529827;0.174859388983342;0.951281472336278;1.12614086131962;0.776422083352936;0.816185436100316;"biodesert_50_152_2";0.253859442008279;46;2;2;0.7926;5.1569;236;8;31.655;34.891;"3";"Cattle";29.78;-0.327334052822145;-0.944908682287886;76.26975;152;18.9
"129";0.29765;3.80304048378969;2.54763785349694;0.831320792510918;0.185420845246935;0.834859426133724;7.48773271293203;0.324924490682514;1.07449838581229;1.6118909656044;-2.25577072596033;1.49011611938477e-08;1.07449838581229;6.34614686657265;1.17807364765598;102.767917973547;0.0162339787292064;0.00435233160621762;1;0.0261674036494218;0.947324753199608;69.3438725975854;26.3911917098446;0.982667506510242;0.843874988117062;0.850873481448834;0.160951731660758;0.184879577315375;0.891760677787985;1.07664025510336;0.706881100472609;0.792680276311387;"biodesert_50_152_3";0.254493299279644;46;3;2;0.7926;5.1569;236;8;31.655;34.891;"3";"Cattle";29.78;-0.327334052822145;-0.944908682287886;76.26975;152;18.9
"130";0.330907650800723;3.80073303912035;2.44110989629526;0.643156838193601;0.197505894383076;0.83271238738303;7.20046812711234;0.472147994572958;1.22560999911093;2.4844504828761;-1.62693865162992;1.49011611938477e-08;1.17568462622406;5.92953539690567;1.2412505328189;251.530868721532;0.0202720017710897;0.0028871188100946;4;0.0487891646663012;0.7101566500494;47.3343160937926;29.3867450313201;0.954927659629913;0.772871060604716;0.659488917614245;0.202215075187913;0.203530287288893;0.929532292032273;1.13306257932117;0.72600200474338;0.781040111211298;"biodesert_50_153_1";0.253859442008279;46;1;1;0.7853;6.0953;201;11;31.674;34.883;"2";"Cattle";26.56;-0.31976438936197;-0.947497089861476;43.75805;153;19
"131";0.279993069478478;3.76644271570014;2.59912140725559;0.90586980334753;0.175633182120154;0.819356699310831;7.31970832432152;0.540264829322515;1.17956538947873;2.36320567121166;-2.19645552400292;1.49011611938477e-08;1.17956538947873;4.90926478549136;1.13761326582793;221.751090517915;0.0090654972559881;0.00212853259475817;4;0.0206838395899374;0.686143302583801;47.6140560247811;24.2062881468944;0.984107678478403;0.873734958951681;0.687959405444453;0.105012149305021;0.200260273486158;0.869386732576466;1.06964700606262;0.669126459090308;0.769653405116182;"biodesert_50_153_2";0.253204319775467;46;2;1;0.7853;6.0953;201;11;31.674;34.883;"2";"Cattle";26.56;-0.31976438936197;-0.947497089861476;43.75805;153;19
"132";0.174723397935695;3.74514803796572;3.06501228440745;1.65300027401976;0.128883103962589;0.819197168247754;7.32568562520325;0.511144362910978;0.383113752444864;1.45780807026045;-3.17952424813407;0.0020921040735725;0.383113752444864;10.7993073510938;1.16211049359113;129.19405117972;0.00827117357161437;0.00279689634727915;1;0.0120577835832244;0.954526680626425;62.1543213057388;14.7191503621787;0.995441736086724;0.885623414553132;0.815274019279128;0.10688373956876;0.135463820492199;0.682379629758278;0.817843450250477;0.546915809266079;0.801483199989154;"biodesert_50_153_3";0.253859442008279;46;3;1;0.7853;6.0953;201;11;31.674;34.883;"2";"Cattle";26.56;-0.31976438936197;-0.947497089861476;43.75805;153;19
"133";0.550447238381185;3.64893939393939;1.89146071886441;-0.25688255893617;0.162431372987465;0.611695211471193;5.65172621420698;0.60984701604303;1.34796044498434;7.13979187029846;-0.937184056021332;1.49011611938477e-08;1.33313629836767;0.97727664091922;1.31691010985516;409.751879641518;0.00643128175445366;0.000225094861405878;23;0.0429890791097868;0.384822584208159;24.3631735865299;42.5407850451262;0.835578897843992;0.860093911813758;0.488292518066427;0.124321792105894;0.455995282497772;0.98744349724549;1.44343877974326;0.531448214747718;0.538206202410783;"biodesert_50_16_1";0.231503811243891;6;1;3;0.8181;2.5627;109;29;-39.11661;-64.04863;"2";"Cattle";51.44;-0.937986885556104;0.346670740797027;24.9645;16;15.2
"134";0.562894852067305;3.63466311071601;1.86517885931359;-0.303362561620025;0.153884953205272;0.570699468902152;5.54692039021173;0.601154340823554;1.34672158705192;6.25788239092071;-0.992653842603139;1.49011611938477e-08;1.33176493711613;0.80429092562109;1.35750172034584;413.886259756859;0.00732596259599095;0.000214376058481789;18;0.0450451992335494;0.357351955392497;22.5070500119585;42.6544043561215;0.837492633520097;0.844208388486407;0.47834394044094;0.148068458144974;0.476765416235264;0.982097328586662;1.45886274482193;0.505331912351398;0.514543617666308;"biodesert_50_16_2";0.231503811243891;6;2;3;0.8181;2.5627;109;29;-39.11661;-64.04863;"2";"Cattle";51.44;-0.937986885556104;0.346670740797027;24.9645;16;15.2
"135";0.53432997643919;3.6517735201155;1.92195464296471;-0.171389733826735;0.165259975157642;0.635476235317131;5.82686618218832;0.464559205200051;1.32476159976001;4.63482356948714;-1.74790907247497;1.49011611938477e-08;1.30720578522387;1.04611125426091;1.34161774105085;360.378394699476;0.0054938152507128;0.000203657255557699;14;0.0231000856970653;0.394098420012195;24.528817621535;41.3509979205522;0.944154017437139;0.861602232444249;0.537970303988005;0.106172101099749;0.445612520610968;0.993043433245003;1.43865595385597;0.547430912634035;0.551265830181441;"biodesert_50_16_3";0.231503811243891;6;3;3;0.8181;2.5627;109;29;-39.11661;-64.04863;"2";"Cattle";51.44;-0.937986885556104;0.346670740797027;24.9645;16;15.2
"136";0.298625;3.78451234826287;2.53948371394979;0.818051216740828;0.184962711649602;0.830150683542796;7.43619890488602;0.52443276620656;1.25558639083835;2.54170956935579;-1.62228044249954;1.49011611938477e-08;1.22553769167796;5.89284266955878;1.26554224694679;342.107142494588;0.0239282852564103;0.00182291666666667;2;0.0563746407211283;0.533333333333333;39.328359843426;26.3411458333333;0.954419481743707;0.74451540096418;0.529197031830105;0.252620192307692;0.20312421114313;0.89555378993568;1.09867800107881;0.69242957879255;0.773185917556422;"biodesert_50_161_1";0.255155181539914;48;1;1;0.8921;5.1066;189;6;31.271;34.657;"2";"Sheep";74.22;-0.0993168075117438;-0.995055863630618;6.809872;161;19.8
