"rho_p";"nb_neigh";"clustering";"skewness";"variance";"moran_I";"Spectral_ratio";"PLR";"PL_expo";"cv_psd";"fmax_psd";"cutoff";"slope_tpl";"flow_length";"perim_area_scaling";"mean_perim_area";"mean_psd";"median_psd";"Small_patches";"sd_psd";"KS_dist";"core_area";"core_area_land";"division";"fractal_dim";"contig";"Shape_metric";"Cond_H";"Shannon_H";"Joint_H";"mutual_inf";"relat_mutual_inf";"Full_name";"Resolution";"Site_ID";"Sub_id";"Grazing";"Aridity";"Slope";"Elevation";"Sp_richness";"Lattitude";"Longitude";"Type_veg";"Herbivores";"Org_C";"Woody";"Long_sin";"Long_cos";"Org_C_v";"ID";"MAT";"Dev_MaxLS";"CWM_MaxLS"
"1";0.0415178883987958;-0.246444789291766;1.60741811230536;1.75867148661421;-0.916332142966966;-0.121281523397172;-0.0189774902509739;0.441423699262547;-0.662408320991376;0.889251150877596;0.394107034374385;0.360017322527656;-0.66637774147274;0.478633963993214;-0.104811314105957;-0.00815519210962557;-0.0884296744185162;-0.485647683971227;-1.32190997409819;0.264217451128274;0.553739223754403;-0.429637625101337;0.247605576028812;-0.822003483548806;-0.350872185897255;-0.267300999774045;-0.0157832061348115;-0.901529308823436;-1.56153719004059;-1.40830253920885;-1.04427570930917;0.553038892019421;"biodesert_50_1_1";0.243315484364077;1;1;3;0.8319;0.902678504454293;850;17;35.26746;3.22381;"Shrubland";"Sheep";1.61620138847727;0.0498;-0.0821247503879507;-0.996622057438885;1.86475277275041;1;15.5;-630.286132107235;2742.70142180095
"11";0.0610282620364536;-0.610919506761265;0.963406314544242;0.936788597067463;-0.83944849818526;-0.816346947304521;-0.699994033572086;-0.384312438647568;-0.627157419368869;-0.251880940166215;-0.409261724239053;0.566151111477095;-0.629217506108322;0.139818836685592;-0.141006814677875;0.350146533447102;-0.290269150626424;-0.713117328181107;0.0424052266965445;-0.361137146930017;-0.0987779068564595;-0.411427669036069;0.169769873815717;-0.726837866912943;-0.260775419718387;-0.606279722845388;-0.182574356511116;-0.586178715827495;-1.21625079621021;-1.03974464165415;-0.928156373127011;0.497708510418497;"biodesert_50_1_2";0.243315484364077;1;2;3;0.8319;0.902678504454293;850;17;35.26746;3.22381;"Shrubland";"Sheep";1.61620138847727;0.0498;-0.0821247503879507;-0.996622057438885;1.86475277275041;1;15.5;-630.286132107235;2742.70142180095
"12";0.0376904945272935;-0.494102448354945;1.7126967967791;1.92253320437082;-0.988018540515073;-1.13256334242845;-0.919561232487234;-1.35259227856345;-2.64064458596655;-0.960643000801088;-0.922417771591351;2.40379207280426;-2.66848046719166;0.421409313631894;-0.499650999335075;-0.29043622000992;-0.165641119191924;-0.210206365731057;-0.990598891399648;-0.539477705415593;0.476181648547857;0.0511305171199617;0.238788480643854;-0.838965706233228;-0.297943344151291;0.105730891315852;-0.0406637536591465;-0.905746300946603;-1.63973917659826;-1.45866377870585;-1.13707638922174;0.528731109972767;"biodesert_50_1_3";0.242721306470172;1;3;3;0.8319;0.902678504454293;850;17;35.26746;3.22381;"Shrubland";"Sheep";1.61620138847727;0.0498;-0.0821247503879507;-0.996622057438885;1.86475277275041;1;15.5;-630.286132107235;2742.70142180095
"13";0.290492127310707;0.300299400159241;-0.225665609291683;-0.151863972034326;0.356526210566796;0.0323397380409856;0.0026511856997548;-1.79535695165205;NA;-0.460654251858261;-0.0646531116990732;NA;NA;0.135928992615268;-0.0404007695149575;-0.4574652257783;0.0350878005466694;0.348523095303384;-0.172332197873532;-0.130044571598678;0.495414186741272;0.620068184698323;-0.053806291464861;0.337932516682633;0.0145507457881592;0.620013765816304;0.081392286245163;0.0312742468671204;0.35999049904441;0.237674324859203;0.415455468139848;0.567738335171621;"biodesert_50_100_1";0.233667821575325;30;1;3;0.7483;1.04882662915757;1184;3;38.56636;109.59864;"Shrubland";"Sheep";1.7333025067563;1;0.349561349208476;-0.936913476869422;0.349793118404056;100;7.9;529.834529513314;29216.0676600886
"14";0.336313200512118;0.267318929833601;-0.200658559673761;-0.109672406279945;0.45241001396607;0.248659636980192;0.0480192344800619;0.381205482654473;NA;0.295677814056624;-0.047433053109439;NA;NA;0.0472362718813948;0.195434211053953;-0.299574988570886;-0.147911638989304;0.139324654007303;-0.0575557360315916;0.0294995642307084;0.522524315605722;0.40472008781937;-0.0487279903219377;0.459743592524815;0.284340476330461;0.476059183587952;-0.216719386688906;0.0375681949306209;0.393184870148487;0.261270210687353;0.450389729075704;0.567166113662452;"biodesert_50_100_2";0.233667821575325;30;2;3;0.7483;1.04882662915757;1184;3;38.56636;109.59864;"Shrubland";"Sheep";1.7333025067563;1;0.349561349208476;-0.936913476869422;0.349793118404056;100;7.9;529.834529513314;29216.0676600886
"15";0.348967604129583;0.634949305043418;-0.12801921836765;-0.106324535290776;0.841725454749359;0.586182209330196;0.863021172809372;0.192612167057455;-0.976177834829158;-0.329373477489888;-0.0419476635869378;-0.268585950733209;-0.960418318705698;0.245451014636658;-0.438359598264358;-0.955209020490137;0.263230004076103;0.727987333442025;-0.781445058962725;0.0776203956035046;0.910457895106326;1.05097149479418;0.123025321234754;0.537585176763728;0.123320135858043;1.23995541278639;0.139161391262917;-0.433704397048026;0.396957231410331;0.0314070190076207;0.921406634372517;0.64151077027148;"biodesert_50_100_3";0.23311606679924;30;3;3;0.7483;1.04882662915757;1184;3;38.56636;109.59864;"Shrubland";"Sheep";1.7333025067563;1;0.349561349208476;-0.936913476869422;0.349793118404056;100;7.9;529.834529513314;29216.0676600886
"16";0.328008187967248;0.118352330711683;-0.233092929289582;-0.135140751692192;0.273441275268525;-0.239675305361279;0.0816801122085934;-0.736874988802912;NA;-0.467090673119217;-0.608654091994889;NA;NA;-0.238987707515192;0.286416355250158;-0.65824704490367;-0.144442712477067;0.314066726056294;-0.494681186571881;-0.267982850011428;0.742895204901048;0.687898887419127;-0.11957219788744;0.504077029547903;0.110035428472031;0.854152470289682;-0.0775820724295334;0.230354116750126;0.401401857841288;0.361327671459803;0.269811391743735;0.537086786825407;"biodesert_50_101_1";0.23311606679924;30;1;2;0.7483;1.76186711136302;1183;7;38.56655;109.59841;"Shrubland";"Sheep";1.88962108831087;0.9732183;0.34977683006036;-0.936833052978451;0.946943692587494;101;7.9;524.765909111252;49896.9059405941
"17";0.286606320612745;0.473516195190819;-0.198417487556029;-0.161568216760183;0.532984395883092;0.445801140674269;0.476568075334379;0.503433718495688;NA;0.33874572220291;0.129898241738985;NA;NA;0.278700974185685;0.295119668280197;-0.429580400563921;0.125063453916669;0.0301318302986279;-0.427576609478115;0.241119409945207;0.668943354102364;0.463567346560503;0.0275067176897209;0.263794223755237;0.109681837818499;0.574297093198096;0.0919477968843847;-0.15820746345869;0.344666740823852;0.134856952871926;0.583951510648145;0.599139176784712;"biodesert_50_101_2";0.233131270186258;30;2;2;0.7483;1.76186711136302;1183;7;38.56655;109.59841;"Shrubland";"Sheep";1.88962108831087;0.9732183;0.34977683006036;-0.936833052978451;0.946943692587494;101;7.9;524.765909111252;49896.9059405941
"18";0.313879494482022;0.501862583554043;-0.182859727330445;-0.133348508644613;0.636132922766777;0.556714158739068;0.899744936205862;0.0253004154834248;NA;0.839589114228817;0.521488142634846;NA;NA;0.229188113600204;-0.35138501044344;-0.360657934976317;-0.0775565530543757;0.245856928679541;-0.166110527412551;0.305890389949679;0.398443796798842;0.448675922567341;0.0623441050962182;0.280989158082882;0.287621579368533;0.531995568766544;-0.290756674360115;-0.205644069438313;0.393856209837467;0.141855925874764;0.691888390004919;0.608559822469386;"biodesert_50_101_3";0.23311606679924;30;3;2;0.7483;1.76186711136302;1183;7;38.56655;109.59841;"Shrubland";"Sheep";1.88962108831087;0.9732183;0.34977683006036;-0.936833052978451;0.946943692587494;101;7.9;524.765909111252;49896.9059405941
"19";0.48608521821163;0.20252625555453;0.0882625107090735;0.157786585908152;0.219726079255279;-0.0606741940783073;0.0247883150577046;-0.133514961803716;NA;-0.242205510997067;-0.0114621264456953;NA;NA;-0.0929882919947668;0.0372902435707927;-0.760599975604033;0.0249138194290903;0.681277161578763;-0.635522429574807;-0.0938419749584154;0.87112668710602;0.915817460965499;0.0314846504141096;0.792594080987957;0.290286022701196;1.10821647253921;0.0538312694298275;-0.271259355394121;0.0296782061524613;-0.115323414803292;0.305221788733544;0.576340028832559;"biodesert_50_102_1";0.233667821575325;30;1;1;0.7477;1.94606727956681;1182;6;38.56694;109.5961;"Shrubland";"Sheep";1.85423414334776;0.972211;0.351939979266451;-0.936022569703279;0.920312234780818;102;7.9;121.589198866839;49040.9078529278
